,game,number of moves,faulty_move,moves place in top 10,moves score (centipawns),Comments
313,1.e4 1...c6 2.d4 2...h6 3.Nf3 3...g6 4.Bxh6 4...e6 5.Bxg7 5...Rh7,4.0,Qxg7,"[1, 'None', 8, 'None', -100, 'None', -100, 'None']","[112, 'None', 57, 'None', -100, 'None', -100, 'None']",
314,1.e4 1...c6 2.d4 2...e6 3.Nf3 3...Nh6 4.Bxh6 4...Na6 5.Bxa6 5...g5 6.Bxg5 6...Qe7 7.Qd2 7...h6,6.0,Qxh6,"[1, 'None', 1, 'None', 6, 'None', 6, 'None', 12, 'None', -100, 'None']","[112, 'None', 72, 'None', 144, 'None', 491, 'None', 545, 'None', -100, 'None']",
315,1.e4 1...c6 2.d4 2...g5 3.d5 3...cxd5 4.exd5 4...e6 5.c4 5...h6 6.Nc3 6...Na6 7.Nf3 7...Qa5 8.Bd3 8...Qc7 9.Qe2 9...Nf6 10.Qe4 10...Rh7 11.Qxg4 11...Bc5 12.Qe4 12...d6 13.Qe3 13...Bd7 14.Qe2 14...O-O-O 15.Qe3 15...Qb6,14.0,Qd3,"[1, 'None', 19, 'None', 2, 'None', 10, 'None', 2, 'None', 4, 'None', 8, 'None', 4, 'None', -100, 'None', -100, 'None', 10, 'None', -100, 'None', 1, 'None', -100, 'None']","[112, 'None', 129, 'None', 208, 'None', 183, 'None', 198, 'None', 218, 'None', 230, 'None', 278, 'None', -100, 'None', -100, 'None', -419, 'None', -100, 'None', 117, 'None', -100, 'None']",
316,1.e4 1...c6 2.d4 2...g5,1.0,dxe5,"[1, 'None']","[112, 'None']",
317,1.e4 1...c6 2.d4 2...a5 3.Nf3 3...f5 4.e5 4...g6 5.Bd3 5...g5,4.0,Bg6,"[1, 'None', 1, 'None', 2, 'None', 14, 'None']","[112, 'None', 128, 'None', 231, 'None', 163, 'None']",
318,1.e4 1...c6 2.d4 2...b5 3.Bxb5 3...e6,2.0,Bb4,"[1, 'None', -100, 'None']","[112, 'None', -100, 'None']",
319,1.e4 1...c6 2.d4 2...d5 3.e5 3...b5 4.Bxb5 4...Bg4 5.f3 5...Bxf3 6.Qxf3 6...cxb5 7.Nc3 7...h5 8.Nxb5 8...h4 9.Nc7# 9...Qxc7,8.0,checkmate,"[1, 'None', 1, 'None', -100, 'None', 4, 'None', 3, 'None', 3, 'None', 12, 'None', -100, 'None']","[112, 'None', 69, 'None', -100, 'None', 135, 'None', 102, 'None', 139, 'None', 130, 'None', -100, 'None']",
320,1.e4 1...c6 2.d4 2...d5 3.e5 3...b5 4.Bxb5 4...Bg4 5.f3 5...Bf5 6.Bd3 6...Qd7 7.Bxf5 7...a6 8.Nc3 8...Ra7,7.0,Bxa6,"[1, 'None', 1, 'None', -100, 'None', 4, 'None', 2, 'None', 4, 'None', 5, 'None']","[112, 'None', 69, 'None', -100, 'None', 135, 'None', 106, 'None', 171, 'None', 645, 'None']",
321,1.e4 1...c6 2.d4 2...f5 3.exf5 3...h5 4.g4 4...Rh7 5.Nf3 5...a6 6.Bg5 6...b6 7.Bxh6 7...d6 8.Nc3 8...Nxh6,7.0,Qd4,"[1, 'None', 1, 'None', -100, 'None', -100, 'None', -100, 'None', -100, 'None', 14, 'None']","[112, 'None', 231, 'None', -100, 'None', -100, 'None', -100, 'None', -100, 'None', -132, 'None']",
322,1.e4 1...c6 2.d4 2...Qb6 3.Nc3 3...c5 4.dxc5 4...h5,3.0,Bxh5,"[1, 'None', 3, 'None', 5, 'None']","[112, 'None', 101, 'None', 166, 'None']",
323,1.e4 1...c6 2.d4 2...Qb6 3.Nc3 3...e6 4.Nf3 4...Nf6 5.Bd3 5...Bd6 6.Bg5 6...a6 7.Qe2 7...h5 8.Bh4 8...Bxh2,7.0,Qxh2,"[1, 'None', 3, 'None', 3, 'None', 2, 'None', -100, 'None', 11, 'None', -100, 'None']","[112, 'None', 101, 'None', 98, 'None', 129, 'None', -100, 'None', 202, 'None', -100, 'None']",
324,1.e4 1...c6 2.d4 2...b6 3.Bb5+ 3...c5 4.dxc5 4...a6 5.Bxa6 5...Qc7,4.0,Bxc7,"[1, 'None', -100, 'None', 4, 'None', 14, 'None']","[112, 'None', -100, 'None', 67, 'None', -265, 'None']",
325,1.e4 1...c6 2.d4 2...d5 3.e5 3...h6 4.Nf3 4...f6 5.exf6 5...Kf7 6.Bd3 6...Bd7 7.Qe2 7...Kxf6 8.Qe7# 8...Bxe7,7.0,checkmate,"[1, 'None', 1, 'None', 11, 'None', -100, 'None', -100, 'None', 12, 'None', -100, 'None']","[112, 'None', 69, 'None', 84, 'None', -100, 'None', -100, 'None', 187, 'None', -100, 'None']",
326,1.e4 1...c6 2.d4 2...Na6 3.Bxa6 3...b6,2.0,Bxb6,"[1, 'None', 5, 'None']","[112, 'None', 108, 'None']",
327,1.e4 1...c6 2.d4 2...Nh6 3.Nf3 3...Na6 4.Bxa6 4...Ng8 5.Bb5 5...a5 6.Bc4 6...e5 7.dxe5 7...Ba3 8.Nxa3 8...d6,7.0,Nc4,"[1, 'None', 9, 'None', 5, 'None', -100, 'None', 1, 'None', 1, 'None', 17, 'None']","[112, 'None', 103, 'None', 164, 'None', -100, 'None', 948, 'None', 1254, 'None', 651, 'None']",
328,1.e4 1...c6 2.d4 2...Na6 3.Bxa6 3...Qa5+ 4.Nc3# 4...Nf6 5.Bd3 5...Ng8,4.0,Bd3,"[1, 'None', 5, 'None', 3, 'None', 1, 'None']","[112, 'None', 108, 'None', 180, 'None', 1008, 'None']",
329,1.e4 1...c6 2.d4 2...b6 3.Bb5+ 3...Nh6 4.Bxh6 4...f6 5.Qd3 5...e6,4.0,Qxh7#,"[1, 'None', -100, 'None', 4, 'None', -100, 'None']","[112, 'None', -100, 'None', 118, 'None', -100, 'None']",
330,1.e4 1...c6 2.d4 2...Qb6 3.Nc3 3...d5 4.e5 4...Qa5 5.Bd2 5...Nh6,4.0,Bxa5,"[1, 'None', 3, 'None', 1, 'None', 7, 'None']","[112, 'None', 101, 'None', 130, 'None', 124, 'None']",
331,1.e4 1...c6 2.d4 2...a5 3.d5 3...Nf6 4.Nc3 4...h6 5.Bd3 5...Rh7 6.Nf3 6...g5 7.h4 7...h5 8.Bxg5 8...e5 9.dxe6 9...Ng8,8.0,Qd5,"[1, 'None', 7, 'None', 1, 'None', 12, 'None', 6, 'None', 3, 'None', 6, 'None', 2, 'None']","[112, 'None', 63, 'None', 112, 'None', 42, 'None', 150, 'None', 246, 'None', 353, 'None', 488, 'None']",
332,1.e4 1...c6 2.d4 2...e6 3.Nf3 3...c5 4.d5 4...exd5 5.exd5 5...Nf6 6.Nc3 6...Rg8 7.Bg5 7...g6 8.Bxf6 8...h5 9.Qd2 9...Be7,8.0,Qxh5,"[1, 'None', 1, 'None', 1, 'None', 3, 'None', 6, 'None', 9, 'None', -100, 'None', 14, 'None']","[112, 'None', 72, 'None', 143, 'None', 164, 'None', 114, 'None', 277, 'None', -100, 'None', 263, 'None']",
333,1.e4 1...c6 2.d4 2...d6 3.Nc3 3...Qa5 4.Bd2 4...h6 5.Nf3 5...g5 6.Bxg5 6...Nf6 7.Bxf6 7...b6 8.Bd3 8...exf6 9.Qe2+ 9...Nd7,8.0,Qe6+,"[1, 'None', 8, 'None', 12, 'None', 2, 'None', -100, 'None', 2, 'None', -100, 'None', 3, 'None']","[112, 'None', 63, 'None', 84, 'None', 148, 'None', -100, 'None', 239, 'None', -100, 'None', 361, 'None']",
334,1.e4 1...c6 2.d4 2...h6 3.Nf3 3...c5 4.d5 4...Na6 5.Nc3 5...Nc7 6.Bd3 6...h5 7.e5 7...b6,6.0,Bxh5,"[1, 'None', 8, 'None', 1, 'None', 9, 'None', 7, 'None', 2, 'None']","[112, 'None', 57, 'None', 146, 'None', 180, 'None', 169, 'None', 264, 'None']",
335,1.e4 1...c6 2.d4 2...b5 3.Bxb5 3...e6,2.0,Bb4,"[1, 'None', -100, 'None']","[112, 'None', -100, 'None']",
336,1.e4 1...c6 2.d4 2...d5 3.e5 3...a6 4.Bxa6 4...Bg4 5.f3 5...Qc8 6.Qd2 6...Ra7 7.Bb7 7...Qe6,6.0,Bxe6,"[1, 'None', 1, 'None', -100, 'None', 3, 'None', -100, 'None', 6, 'None']","[112, 'None', 69, 'None', -100, 'None', -71, 'None', -100, 'None', 115, 'None']",
337,1.e4 1...c6 2.d4 2...Na6 3.Bxa6 3...Qc7 4.Bb5 4...g6 5.Bxc6 5...a6 6.Bd5 6...Rb8,5.0,Bxa8,"[1, 'None', 5, 'None', -100, 'None', 8, 'None', 1, 'None']","[112, 'None', 108, 'None', -100, 'None', 167, 'None', 716, 'None']",
338,1.e4 1...c6 2.d4 2...b5 3.Bxb5 3...h6 4.Bd3 4...c5 5.dxc5 5...h5 6.Nc3 6...Rh7,5.0,castle,"[1, 'None', -100, 'None', 1, 'None', 5, 'None', 8, 'None']","[112, 'None', -100, 'None', 290, 'None', 177, 'None', 302, 'None']",
339,1.e4 1...c6 2.d4 2...h5 3.Nf3 3...h4 4.Nc3 4...e6,3.0,Bxh4,"[1, 'None', 3, 'None', 9, 'None']","[112, 'None', 91, 'None', 93, 'None']",
340,1.e4 1...c6 2.d4 2...g5 3.d5 3...e6 4.dxe6 4...a5 5.Nf3 5...Qe7 6.Nc3 6...Bh6,5.0,Bxh6,"[1, 'None', 19, 'None', 3, 'None', 7, 'None', 2, 'None']","[112, 'None', 129, 'None', 192, 'None', 236, 'None', 327, 'None']",
341,1.e4 1...c6 2.d4 2...e6 3.Nf3 3...c5 4.d5 4...a6 5.Bxa6 5...Rxa6 6.Qd4 6...Rb6,5.0,Qxb6,"[1, 'None', 1, 'None', 1, 'None', -100, 'None', -100, 'None']","[112, 'None', 72, 'None', 143, 'None', -100, 'None', -100, 'None']",
342,1.e4 1...c6 2.d4 2...c5 3.d5 3...Nh6 4.Nf3 4...Qc7 5.Bxh6 5...gxh6 6.Qd4 6...f6,5.0,Qxh8+,"[1, 'None', 1, 'None', 2, 'None', -100, 'None', -100, 'None']","[112, 'None', 122, 'None', 164, 'None', -100, 'None', -100, 'None']",
343,1.e4 1...c6 2.d4 2...c5 3.Nc3 3...Qc7 4.Nf3 4...b6 5.Bd3 5...Na6,4.0,Bd3,"[1, 'None', 4, 'None', 8, 'None', 13, 'None']","[112, 'None', 63, 'None', 98, 'None', 173, 'None']",
344,1.e4 1...c6 2.d4 2...g5,1.0,Defense,"[1, 'None']","[112, 'None']",
345,1.e4 1...c6 2.d4 2...h6 3.Nf3 3...g5 4.Bxg5 4...d6 5.Bh4 5...Nf6 6.Bg3 6...Rg8 7.Qd2 7...Rg4,6.0,Qxg4,"[1, 'None', 8, 'None', -100, 'None', 1, 'None', -100, 'None', -100, 'None']","[112, 'None', 57, 'None', -100, 'None', 303, 'None', -100, 'None', -100, 'None']",
346,1.e4 1...c6 2.d4 2...d6 3.Nc3 3...f6 4.Bg5 4...f5 5.e5 5...h5,4.0,pawn,"[1, 'None', 8, 'None', -100, 'None', 5, 'None']","[112, 'None', 63, 'None', -100, 'None', 124, 'None']",
347,1.e4 1...c6 2.d4 2...d6 3.Nc3 3...a6 4.Nf3 4...d5 5.e5 5...Qc7 6.Bd3 6...Bg4 7.h3 7...Nd7 8.Qe2 8...Qd6 9.Qe4 9...h5,8.0,Qxh5,"[1, 'None', 8, 'None', 1, 'None', 1, 'None', 4, 'None', 3, 'None', 8, 'None', -100, 'None']","[112, 'None', 63, 'None', 128, 'None', 205, 'None', 116, 'None', 157, 'None', 114, 'None', -100, 'None']",
348,1.e4 1...c6 2.d4 2...d6 3.Nc3 3...h5,2.0,Bxh5,"[1, 'None', 8, 'None']","[112, 'None', 63, 'None']",
349,1.e4 1...c6 2.d4 2...f6 3.Nc3 3...d5 4.e5 4...Na6 5.Bd3 5...g5 6.Bxg5 6...Nc7 7.Qh5+ 7...Kd7 8.Qf7 8...f5,7.0,checkmate,"[1, 'None', 1, 'None', -100, 'None', 20, 'None', -100, 'None', 1, 'None', 6, 'None']","[112, 'None', 144, 'None', -100, 'None', 59, 'None', -100, 'None', 507, 'None', 290, 'None']",
350,1.e4 1...c5 2.Nf3 2...h6 3.d4 3...Qb6 4.dxc5 4...Nf6 5.Nc3 5...Nh7 6.Bf4 6...g6 7.Bxh6 7...Qc6 8.Qd4 8...d5 9.Qxd5 9...Qf6,8.0,Qxf6,"[3, 'None', 2, 'None', 9, 'None', 5, 'None', -100, 'None', -100, 'None', 2, 'None', -100, 'None']","[50, 'None', 66, 'None', 108, 'None', 259, 'None', -100, 'None', -100, 'None', 428, 'None', -100, 'None']",
351,1.e4 1...c5 2.Nf3 2...Qa5 3.Nc3 3...g6 4.d4 4...cxd4 5.Bd2 5...h6 6.Nxd4 6...Kd8,5.0,Bc3,"[3, 'None', 1, 'None', 1, 'None', 4, 'None', 3, 'None']","[50, 'None', 470, 'None', 248, 'None', -197, 'None', 155, 'None']",
352,1.e4 1...c5 2.Nf3 2...Qc7 3.d4 3...b6 4.dxc5 4...e5 5.Nxe5 5...f5 6.Nc4 6...b5 7.Nd6+ 7...Bxd6,6.0,exd6,"[3, 'None', 7, 'None', 16, 'None', -100, 'None', 7, 'None', 1, 'None']","[50, 'None', 39, 'None', 70, 'None', -100, 'None', 227, 'None', 391, 'None']",
353,1.e4 1...c5 2.Nf3 2...b6 3.d4 3...Nf6 4.dxc5 4...Ng8 5.Bd3 5...a5 6.Qe2 6...Qc7,5.0,Bxg8,"[3, 'None', 3, 'None', 5, 'None', -100, 'None', 16, 'None']","[50, 'None', 59, 'None', 88, 'None', -100, 'None', 178, 'None']",
354,1.e4 1...c5 2.Nf3 2...h6 3.d4 3...Qc7 4.dxc5 4...d6 5.Bf4 5...Qa5+ 6.Nc3# 6...e6 7.Qd4# 7...Ne7,6.0,Qd4#,"[3, 'None', 2, 'None', 8, 'None', -100, 'None', 1, 'None', -100, 'None']","[50, 'None', 66, 'None', 85, 'None', -100, 'None', 573, 'None', -100, 'None']",
355,1.e4 1...c5 2.Nf3 2...g5 3.d4 3...Nf6 4.dxc5 4...d6 5.Bg5 5...Nxe4 6.Bxe7 6...Bd7 7.Bxd8 7...f6,6.0,Bg5,"[3, 'None', 5, 'None', 3, 'None', 7, 'None', -100, 'None', 1, 'None']","[50, 'None', 108, 'None', 113, 'None', 144, 'None', -100, 'None', 536, 'None']",
356,1.e4 1...c5 2.Nf3 2...b6 3.d4 3...Nc6 4.dxc5 4...f5 5.exf5 5...d6 6.Bd3 6...a6 7.Nc3 7...Bb7 8.Bd2 8...bxc5 9.Qe2 9...Qb8 10.Qe7 10...Kxe7 11.Nd5+ 11...Ke8 12.Nf6+ 12...gxf6 13.Bh6 13...Nb4 14.Bxf8 14...Nd5 15.Bxg7 15...Bc6 16.Bh6 16...Bb7,15.0,Bh6,"[3, 'None', 3, 'None', 6, 'None', 5, 'None', 11, 'None', 14, 'None', 14, 'None', 9, 'None', -100, 'None', 5, 'None', -100, 'None', -100, 'None', 1, 'None', 1, 'None', -100, 'None']","[50, 'None', 59, 'None', 86, 'None', 175, 'None', 275, 'None', 293, 'None', 330, 'None', 306, 'None', -100, 'None', -469, 'None', -100, 'None', -100, 'None', -737, 'None', -450, 'None', -100, 'None']",
357,1.e4 1...c5 2.Nf3 2...f5 3.d4 3...Qc7 4.d5 4...g6 5.Nc3 5...Nh6 6.Bxh6 6...Qd8 7.Bf4 7...h6 8.Bg5 8...d6 9.Qd2 9...Qa5,8.0,Qxa5,"[3, 'None', 6, 'None', 3, 'None', 3, 'None', -100, 'None', 6, 'None', -100, 'None', 8, 'None']","[50, 'None', 57, 'None', 139, 'None', 278, 'None', -100, 'None', 582, 'None', -100, 'None', 260, 'None']",
358,1.e4 1...c5 2.Nf3 2...Na6 3.d4 3...Nc7 4.d5 4...a6 5.Bb5 5...f5 6.e5 6...f4 7.Bxc6 7...h5 8.Bd7 8...Bxd7,7.0,Bxa6,"[3, 'None', 2, 'None', 12, 'None', -100, 'None', 8, 'None', -100, 'None', 10, 'None']","[50, 'None', 117, 'None', 108, 'None', -100, 'None', -132, 'None', -100, 'None', -228, 'None']",
359,1.e4 1...c5 2.Nf3 2...d6 3.d4 3...f6 4.Bd3 4...Bg4 5.Qe2 5...Qb6,4.0,Qxb6,"[3, 'None', 3, 'None', 17, 'None', 18, 'None']","[50, 'None', 32, 'None', 106, 'None', 55, 'None']",
360,1.e4 1...c5 2.Nf3 2...g5 3.d4 3...Nc6 4.d5 4...g4 5.Nc3 5...h6 6.Bxh6 6...Nxh6 7.Qd4 7...b5,6.0,Qxh4,"[3, 'None', 5, 'None', 1, 'None', 7, 'None', -100, 'None', -100, 'None']","[50, 'None', 108, 'None', 219, 'None', 73, 'None', -100, 'None', -100, 'None']",
361,1.e4 1...c5 2.Nf3 2...Nh6 3.d4 3...d6 4.Bxh6 4...Be6,3.0,dxe5,"[3, 'None', 3, 'None', -100, 'None']","[50, 'None', 109, 'None', -100, 'None']",
362,1.e4 1...c5 2.Nf3 2...h6 3.d4 3...a6 4.dxc5 4...d6 5.Bd3 5...Nf6 6.Nc3 6...Bg4,5.0,castle,"[3, 'None', 2, 'None', 1, 'None', 4, 'None', 3, 'None']","[50, 'None', 66, 'None', 131, 'None', 152, 'None', 175, 'None']",
363,1.e4 1...c5 2.Nf3 2...a6 3.d4 3...f6 4.dxc5 4...g5,3.0,Bg3,"[3, 'None', 4, 'None', 1, 'None']","[50, 'None', 31, 'None', 276, 'None']",
364,1.e4 1...c5 2.Nf3 2...Na6 3.d4 3...Nc7 4.d5 4...e6 5.Nc3 5...Qf6 6.Bd3 6...c4,5.0,Bc2,"[3, 'None', 2, 'None', 12, 'None', 7, 'None', 5, 'None']","[50, 'None', 117, 'None', 108, 'None', 121, 'None', 289, 'None']",
365,1.e4 1...c5 2.Nf3 2...Na6 3.Bc4 3...d6 4.d4 4...g6 5.dxc5 5...e6 6.Nc3 6...Bh6 7.Qd4 7...Nb4 8.Qd3 8...Bf4 9.Qd2 9...Bxd2+ 10.Nxd2# 10...f6,9.0,Bxf6#,"[3, 'None', 8, 'None', 2, 'None', 19, 'None', 12, 'None', 1, 'None', -100, 'None', -100, 'None', 3, 'None']","[50, 'None', 85, 'None', 113, 'None', 50, 'None', 103, 'None', 425, 'None', -100, 'None', -100, 'None', -618, 'None']",
366,1.e4 1...c5 2.Nf3 2...f5 3.d4 3...Nc6 4.dxc5 4...h5 5.Nc3 5...Nf6 6.Nd5 6...a6,5.0,Bxf6,"[3, 'None', 6, 'None', 3, 'None', 1, 'None', -100, 'None']","[50, 'None', 57, 'None', 107, 'None', 296, 'None', -100, 'None']",
367,1.e4 1...c5 2.Nf3 2...e5 3.d4 3...h5 4.dxe5 4...a5 5.Bd3 5...c4,4.0,Bc2,"[3, 'None', -100, 'None', 1, 'None', 8, 'None']","[50, 'None', -100, 'None', 293, 'None', 441, 'None']",
368,1.e4 1...c5 2.Nf3 2...e6 3.d4 3...a5 4.d5 4...Be7,3.0,Bxa5,"[3, 'None', 1, 'None', 1, 'None']","[50, 'None', 61, 'None', 394, 'None']",
369,1.e4 1...c5 2.Nf3 2...Na6 3.d4 3...e6 4.d5 4...Nf6 5.Nc3 5...Nc7 6.Bb5 6...Nh5 7.Bxc6 7...exd5 8.Bxd5 8...b6,7.0,Bd6,"[3, 'None', 2, 'None', 1, 'None', 1, 'None', -100, 'None', -100, 'None', 1, 'None']","[50, 'None', 117, 'None', 148, 'None', 178, 'None', -100, 'None', -100, 'None', 126, 'None']",
370,1.e4 1...c5 2.Nf3 2...a5 3.d4 3...g5 4.dxc5 4...d6 5.Bg5 5...Qc7 6.Nc3 6...Nh6 7.Bxh6 7...Bh3 8.Qd2 8...Qd7 9.Bg7 9...Qc6,8.0,Qd8+,"[3, 'None', 1, 'None', 5, 'None', 2, 'None', 6, 'None', -100, 'None', 6, 'None', 14, 'None']","[50, 'None', 129, 'None', 246, 'None', 376, 'None', 377, 'None', -100, 'None', 740, 'None', 691, 'None']",
371,1.e4 1...c5 2.Nf3 2...d6 3.d4 3...Qa5+ 4.Nc3# 4...Kd8 5.Bd2# 5...Qc7,4.0,Bd2#,"[3, 'None', 3, 'None', 2, 'None', 5, 'None']","[50, 'None', 32, 'None', 449, 'None', 278, 'None']",
372,1.e4 1...c5 2.Nf3 2...d5 3.exd5 3...g6 4.d4 4...Nh6 5.dxc5 5...Ng4 6.Bxh6 6...Nc6 7.Bf4 7...f6 8.Qd4 8...h5 9.Qd3 9...Nb4 10.Qd2 10...e5 11.Qd3 11...e4 12.Qd1 12...f5 13.Qd4 13...Nxd5 14.Qd3 14...Rg8,13.0,Qd8#,"[3, 'None', 1, 'None', 5, 'None', 2, 'None', -100, 'None', 4, 'None', -100, 'None', 3, 'None', 4, 'None', -100, 'None', 6, 'None', -100, 'None', -100, 'None']","[50, 'None', 64, 'None', 133, 'None', 293, 'None', -100, 'None', 304, 'None', -100, 'None', 498, 'None', 188, 'None', -100, 'None', -147, 'None', -100, 'None', -100, 'None']",
373,1.e4 1...c5 2.Nf3 2...f6 3.d4 3...cxd4 4.Nxd4 4...e5 5.Nc3 5...g6 6.Nf5 6...Bg7 7.Bb5+ 7...h5 8.Qxh5 8...Qc7,7.0,move,"[3, 'None', 9, 'None', 1, 'None', 7, 'None', 3, 'None', -100, 'None', -100, 'None']","[50, 'None', 103, 'None', 160, 'None', -131, 'None', 152, 'None', -100, 'None', -100, 'None']",
374,1.e4 1...c5 2.Nf3 2...f6 3.d4 3...Qa5+ 4.Nc3# 4...cxd4 5.Bd2# 5...Qb6,4.0,Bd2#,"[3, 'None', 9, 'None', 3, 'None', 5, 'None']","[50, 'None', 103, 'None', 157, 'None', -337, 'None']",
375,1.e4 1...c5 2.Nf3 2...a5 3.d4 3...Qb6 4.dxc5 4...Nf6 5.Nc3 5...Qd8 6.Bd3 6...Rg8 7.e5 7...Nd5,6.0,Bxg8,"[3, 'None', 1, 'None', 2, 'None', 6, 'None', 14, 'None', 1, 'None']","[50, 'None', 129, 'None', 297, 'None', 191, 'None', 303, 'None', 547, 'None']",
376,1.e4 1...c5 2.Nf3 2...Nf6 3.d4 3...Na6 4.d5 4...h5 5.Bxa6 5...Qa5+ 6.c3# 6...Nxe4 7.Qd4# 7...Ng5,6.0,Qd4#,"[3, 'None', 4, 'None', 12, 'None', 5, 'None', 2, 'None', -100, 'None']","[50, 'None', -12, 'None', 3, 'None', 148, 'None', 169, 'None', -100, 'None']",
377,1.e4 1...c5 2.Nf3 2...Nh6 3.d4 3...d5 4.e5 4...b6 5.Bd3 5...Nd7 6.Bxh6 6...Bb7 7.Nc3 7...g6 8.Bg5 8...Bc6 9.Qe2 9...Nxe5 10.Qxe5 10...Qc8 11.Qxc7 11...h5 12.Qd6 12...c4,11.0,Qd4,"[3, 'None', 3, 'None', 15, 'None', 8, 'None', 11, 'None', 9, 'None', 6, 'None', -100, 'None', 3, 'None', -100, 'None', -100, 'None']","[50, 'None', 109, 'None', 36, 'None', 105, 'None', 117, 'None', 177, 'None', 481, 'None', -100, 'None', 627, 'None', -100, 'None', -100, 'None']",
378,1.e4 1...c5 2.Nf3 2...Nc6 3.d4 3...d6 4.Nc3 4...Qc7 5.Bd3 5...Qa5 6.Bd2 6...Nf6 7.Qe2 7...e5 8.dxe5 8...Nb4,7.0,Qe4,"[3, 'None', 4, 'None', 5, 'None', -100, 'None', 8, 'None', 14, 'None', 2, 'None']","[50, 'None', 31, 'None', 42, 'None', -100, 'None', 51, 'None', 13, 'None', 103, 'None']",
379,1.e4 1...c5 2.Nf3 2...Qc7 3.d4 3...Qc6 4.d5 4...e6 5.Nc3 5...exd5 6.Bb5+ 6...Nf6 7.Nxd5 7...Qe6 8.Nf6+ 8...Qxf6 9.Bd3 9...Bd6 10.Qe2 10...a5,9.0,Bxa5,"[3, 'None', 7, 'None', 1, 'None', 5, 'None', 3, 'None', 4, 'None', 3, 'None', 9, 'None', 11, 'None']","[50, 'None', 39, 'None', 286, 'None', 267, 'None', 302, 'None', 360, 'None', 391, 'None', 141, 'None', 124, 'None']",
380,1.e4 1...c5 2.Nf3 2...Nc6 3.d4 3...a6 4.d5 4...Nd4 5.Nxd4 5...g6 6.Bg5 6...e5 7.Nf3 7...Rb8,6.0,Nd2,"[3, 'None', 4, 'None', 1, 'None', 1, 'None', -100, 'None', 2, 'None']","[50, 'None', 31, 'None', 159, 'None', 195, 'None', -100, 'None', 552, 'None']",
381,1.e4 1...c5 2.Nf3 2...d5 3.exd5 3...Nf6 4.d4 4...a6 5.dxc5 5...g6 6.Bg5 6...Qc7 7.Nc3 7...Nh5,6.0,Bxh5,"[3, 'None', 1, 'None', 3, 'None', 2, 'None', -100, 'None', 10, 'None']","[50, 'None', 64, 'None', 81, 'None', 116, 'None', -100, 'None', 199, 'None']",
382,1.e4 1...c5 2.Nf3 2...g6 3.d4 3...a6 4.dxc5 4...Bg7 5.Bd3 5...Kf8 6.Qe2 6...Nh6,5.0,Qxh6,"[3, 'None', 1, 'None', 1, 'None', 11, 'None', 11, 'None']","[50, 'None', 30, 'None', 175, 'None', 77, 'None', 157, 'None']",
383,1.e4 1...c5 2.Nf3 2...f6 3.d4 3...g5 4.dxc5 4...e6 5.Nc3 5...Nc6 6.Bb5 6...h5 7.Bxc6 7...Qb6 8.Bd5 8...Kd8 9.Qd4 9...g4 10.Qd3 10...exd5 11.Qxd5 11...Bxc5,10.0,Qd8#,"[3, 'None', 9, 'None', 4, 'None', 5, 'None', 11, 'None', 19, 'None', 7, 'None', -100, 'None', 8, 'None', -100, 'None']","[50, 'None', 103, 'None', 273, 'None', 289, 'None', 175, 'None', 129, 'None', 372, 'None', -100, 'None', 213, 'None', -100, 'None']",
384,1.e4 1...c5 2.Nf3 2...f5 3.d4 3...Qb6 4.dxc5 4...Qa6 5.Bd3 5...d5 6.Nc3 6...g5 7.e5 7...Be6 8.Bxg5 8...Qc4,7.0,Bxe6,"[3, 'None', 6, 'None', 5, 'None', 5, 'None', 4, 'None', -100, 'None', 12, 'None']","[50, 'None', 57, 'None', 170, 'None', 369, 'None', 438, 'None', -100, 'None', 545, 'None']",
385,1.e4 1...c5 2.Nf3 2...Na6 3.d4 3...f5 4.dxc5 4...d5 5.exd5 5...Rb8 6.Bd3 6...Nh6 7.Bxh6 7...Nxc5 8.Bd2 8...a6,7.0,Bxc5,"[3, 'None', 2, 'None', 10, 'None', 2, 'None', -100, 'None', 6, 'None', 1, 'None']","[50, 'None', 117, 'None', 119, 'None', 347, 'None', -100, 'None', 456, 'None', 721, 'None']",
386,1.e4 1...c5 2.Nf3 2...Na6 3.d4 3...f6 4.d5 4...b5 5.Bd3 5...Nh6 6.Bxh6 6...g5 7.Bg7 7...Nc7 8.Qd2 8...Rb8 9.Qf4 9...Rb6,8.0,Qh6,"[3, 'None', 2, 'None', 1, 'None', -100, 'None', 1, 'None', -100, 'None', -100, 'None', -100, 'None']","[50, 'None', 117, 'None', 212, 'None', -100, 'None', 259, 'None', -100, 'None', -100, 'None', -100, 'None']",
387,1.e4 1...c5 2.Nf3 2...h6 3.d4 3...h5 4.dxc5 4...e6 5.Nc3 5...Ne7 6.Bd3 6...Rh6 7.Qe2 7...Qc7,6.0,Qf3,"[3, 'None', 2, 'None', 2, 'None', 11, 'None', 14, 'None', 17, 'None']","[50, 'None', 66, 'None', 239, 'None', 146, 'None', 241, 'None', 305, 'None']",
388,1.e4 1...c5 2.Nf3 2...e6 3.d4 3...Na6 4.d5 4...Nc7 5.Nc3 5...a6 6.Bd3 6...Qf6 7.Qe2 7...Qg6,6.0,Qxg6,"[3, 'None', 1, 'None', 1, 'None', 7, 'None', 9, 'None', 10, 'None']","[50, 'None', 61, 'None', 148, 'None', 121, 'None', 108, 'None', 201, 'None']",
